id_pedido;cliente;restaurante;categoria;data_pedido;valor_pedido;taxa_entrega;desconto;quantidade_itens;forma_pagamento;status;cidade
219;Cliente_873;Burger House;Japonesa;03/12/2024;93.83;6.9;0.0;3;Pix;Cancelado;Curitiba
220;Cliente_1570;Pizza_Mania;Churrasco;23/02/2024;22.85;12.34;10.0;2;Cartao Debito;Cancelado;Belo Horizonte
221;Cliente_2116;Pastel & Cia;Churrasco;08/06/2024;86.26;10.25;10.0;2;Cartao Debito;Em preparo;Salvador
222;Cliente_2090;Burger House;Pizza;07-21-2024;49.79;5.42;10.0;2;Cartão Crédito;Saiu para entrega;Curitiba
223;Cliente_2054;Cantina Italiana;Brasileira;08/12/2024;94.42;6.88;;2;Dinheiro;Cancelado;Salvador
224;Cliente_42;Pastel & Cia;Hamburguer;09/01/2024;142.07;3.14;5.0;1;Cartão Crédito;Cancelado;Salvador
225;Cliente_1094;Churrasco Grill;Pizza;04/04/2024;91.92;10.85;0.0;1;Cartao Debito;Em preparo;Rio de Janeiro
226;Cliente_1787;Churrasco Grill;Brasileira;09-19-2024;67.7;9.65;0.0;3;Dinheiro;Cancelado;Curitiba
227;Cliente_2588;Cantina Italiana;Churrasco;13/06/2024;36.87;8.85;5.0;3;Cartao Debito;Em preparo;Rio de Janeiro
228;Cliente_2352;Churrasco Grill;Hamburguer;01-14-2024;21.9;9.35;5.0;2;Cartão Crédito;Entregue;Belo Horizonte
229;Cliente_1348;Cantina Italiana;Brasileira;16/11/2024;37.7;14.04;10.0;1;Cartão Crédito;Saiu para entrega;Salvador
230;Cliente_1777;Churrasco Grill;Italiana;02/11/2024;100.4;7.1;;4;pix;Em preparo;Belo Horizonte
231;Cliente_524;Pastel & Cia;Hamburguer;27/09/2024;122.04;9.27;10.0;2;Pix;Entregue;São Paulo
232;Cliente_2539;Cantina Italiana;Pizza;05/09/2024;23.57;5.09;5.0;2;pix;Em preparo;Curitiba
233;Cliente_561;Cantina Italiana;Salgados;04/05/2024;139.01;10.43;0.0;3;Cartão Crédito;Entregue;Belo Horizonte
234;Cliente_599;Pastel & Cia;Hamburguer;22/08/2024;37.29;14.99;;3;Cartao Debito;Cancelado;Rio de Janeiro
235;Cliente_1318;Pastel & Cia;Japonesa;15/09/2024;149.75;8.03;;1;Dinheiro;Em preparo;Belo Horizonte
236;Cliente_2935;Cantina Italiana;Churrasco;15/11/2024;140.41;8.1;;4;pix;Entregue;Salvador
237;Cliente_2496;Tempero Caseiro;Italiana;05-29-2024;88.47;6.77;0.0;2;pix;Em preparo;Rio de Janeiro
238;Cliente_1911;Churrasco Grill;Açai;08-24-2024;132.01;4.01;5.0;1;Cartao Debito;Entregue;Curitiba
239;Cliente_2504;Pastel & Cia;Brasileira;19/10/2024;72.46;14.18;10.0;2;Cartão Crédito;Cancelado;Curitiba
240;Cliente_2197;Pastel & Cia;Açai;04/03/2024;63.59;14.29;10.0;4;pix;Saiu para entrega;Curitiba
241;Cliente_2105;Churrasco Grill;Hamburguer;10/05/2024;108.36;11.89;10.0;3;pix;Em preparo;Belo Horizonte
242;Cliente_1048;Sushi Express;Brasileira;08/07/2024;146.76;7.38;5.0;3;Cartao Debito;Cancelado;Curitiba
243;Cliente_2532;Burger House;Salgados;03/06/2024;122.31;13.62;;2;Dinheiro;Entregue;Curitiba
244;Cliente_1061;   - Tropical;Salgados;27/06/2024;98.53;8.45;;3;Pix;Cancelado;Rio de Janeiro
245;Cliente_58;Churrasco Grill;Hamburguer;03-27-2024;33.21;12.63;;4;Cartão Crédito;Saiu para entrega;Belo Horizonte
246;Cliente_1901;Sushi Express;Churrasco;28/06/2024;104.78;11.42;5.0;2;Cartao Debito;Cancelado;Salvador
247;Cliente_192;Pastel & Cia;Hamburguer;29/08/2024;65.03;13.45;0.0;2;pix;Cancelado;Salvador
248;Cliente_1381;Burger House;Japonesa;10/09/2024;80.37;9.15;;1;Cartão Crédito;Saiu para entrega;Rio de Janeiro
249;Cliente_1989;   - Tropical;Hamburguer;05/03/2024;30.81;5.59;10.0;2;Cartão Crédito;Saiu para entrega;Rio de Janeiro
250;Cliente_2237;   - Tropical;Hamburguer;14/11/2024;114.36;7.75;10.0;3;Cartão Crédito;Em preparo;Curitiba
251;Cliente_1148;Pizza_Mania;Italiana;04/11/2024;20.71;10.97;10.0;3;Cartao Debito;Entregue;Rio de Janeiro
252;Cliente_743;Burger House;Pizza;14/11/2024;81.72;8.46;5.0;3;pix;Cancelado;Rio de Janeiro
253;Cliente_1289;Pizza_Mania;Hamburguer;29/10/2024;29.19;8.68;;1;pix;Saiu para entrega;São Paulo
254;Cliente_670;   - Tropical;Salgados;01-21-2024;124.93;6.53;0.0;4;Cartão Crédito;Entregue;Rio de Janeiro
255;Cliente_184;Pastel & Cia;Italiana;05/02/2024;26.79;8.31;5.0;4;Pix;Entregue;São Paulo
256;Cliente_129;   - Tropical;Pizza;06-21-2024;60.27;12.6;;3;Cartão Crédito;Saiu para entrega;Salvador
257;Cliente_1805;Churrasco Grill;Italiana;11/01/2024;127.87;12.99;;1;Pix;Cancelado;Curitiba
258;Cliente_615;Burger House;Hamburguer;03/03/2024;115.62;5.38;10.0;3;Dinheiro;Cancelado;Curitiba
259;Cliente_335;Cantina Italiana;Brasileira;27/09/2024;141.26;14.66;10.0;4;Dinheiro;Em preparo;São Paulo
260;Cliente_284;Pizza_Mania;Hamburguer;16/06/2024;142.4;14.28;0.0;1;Dinheiro;Entregue;Curitiba
261;Cliente_2376;Burger House;Churrasco;25/04/2024;29.65;9.05;5.0;3;Pix;Em preparo;São Paulo
262;Cliente_2147;Cantina Italiana;Churrasco;05/07/2024;123.85;7.52;10.0;2;Cartão Crédito;Entregue;São Paulo
263;Cliente_2600;Cantina Italiana;Pizza;14/01/2024;28.4;3.14;0.0;2;pix;Entregue;São Paulo
264;Cliente_208;Pizza_Mania;Pizza;11/10/2024;31.88;5.12;10.0;4;pix;Em preparo;São Paulo
265;Cliente_2654;Churrasco Grill;Italiana;05/08/2024;104.23;12.47;5.0;1;pix;Cancelado;Salvador
266;Cliente_950;Pastel & Cia;Churrasco;09-23-2024;82.97;12.53;0.0;2;Pix;Entregue;Salvador
267;Cliente_38;   - Tropical;Salgados;18/12/2024;127.67;5.85;0.0;2;pix;Cancelado;Curitiba
268;Cliente_210;Burger House;Salgados;04-20-2024;44.81;9.59;5.0;3;pix;Saiu para entrega;Salvador
269;Cliente_2289;Pastel & Cia;Churrasco;22/12/2024;124.84;3.97;;4;Cartão Crédito;Cancelado;Rio de Janeiro
270;Cliente_1632;Sushi Express;Italiana;30/07/2024;129.72;10.79;0.0;1;Pix;Entregue;Curitiba
271;Cliente_2157;Sushi Express;Pizza;30/03/2024;23.98;9.55;10.0;1;Pix;Entregue;São Paulo
272;Cliente_1377;Burger House;Hamburguer;04-30-2024;111.66;6.71;0.0;2;Cartão Crédito;Saiu para entrega;Salvador
273;Cliente_2518;   - Tropical;Pizza;28/08/2024;20.99;6.67;0.0;4;Dinheiro;Cancelado;Curitiba
274;Cliente_1660;   - Tropical;Pizza;04-15-2024;121.18;9.05;10.0;4;Dinheiro;Saiu para entrega;Salvador
275;Cliente_1835;Sushi Express;Hamburguer;11/05/2024;146.74;13.16;;4;Pix;Entregue;Salvador
276;Cliente_1868;Cantina Italiana;Italiana;04-26-2024;99.31;3.8;5.0;1;Dinheiro;Saiu para entrega;Belo Horizonte
277;Cliente_1923;Cantina Italiana;Japonesa;16/12/2024;94.84;14.44;5.0;3;Cartao Debito;Em preparo;Rio de Janeiro
278;Cliente_2447;Pastel & Cia;Açai;03-29-2024;121.75;12.16;10.0;2;Cartao Debito;Em preparo;Salvador
279;Cliente_964;Tempero Caseiro;Açai;28/04/2024;59.77;12.5;0.0;3;Cartão Crédito;Saiu para entrega;Belo Horizonte
280;Cliente_753;Cantina Italiana;Hamburguer;17/04/2024;76.17;7.39;10.0;3;pix;Cancelado;Rio de Janeiro
281;Cliente_349;   - Tropical;Pizza;29/09/2024;90.34;13.03;0.0;3;pix;Saiu para entrega;Curitiba
282;Cliente_1156;Pastel & Cia;Hamburguer;27/10/2024;59.79;10.29;;3;Cartao Debito;Entregue;Belo Horizonte
283;Cliente_85;Pastel & Cia;Hamburguer;23/10/2024;127.17;6.27;;3;Cartao Debito;Saiu para entrega;São Paulo
284;Cliente_1152;Burger House;Hamburguer;08-28-2024;74.8;3.59;;1;Dinheiro;Em preparo;São Paulo
285;Cliente_466;Cantina Italiana;Salgados;09-13-2024;143.84;9.46;5.0;1;Dinheiro;Em preparo;Salvador
286;Cliente_1374;Burger House;Pizza;13/08/2024;117.22;4.08;;3;pix;Saiu para entrega;São Paulo
287;Cliente_747;Pizza_Mania;Brasileira;27/06/2024;137.14;10.14;10.0;3;Cartão Crédito;Entregue;Belo Horizonte
288;Cliente_2570;Tempero Caseiro;Açai;05-13-2024;132.17;8.17;5.0;3;Dinheiro;Entregue;São Paulo
289;Cliente_1093;Churrasco Grill;Japonesa;09/03/2024;27.08;4.71;;2;Pix;Entregue;Salvador
290;Cliente_680;Pizza_Mania;Pizza;23/09/2024;122.04;11.02;;1;Dinheiro;Cancelado;Rio de Janeiro
291;Cliente_1302;Churrasco Grill;Churrasco;10/11/2024;139.26;10.35;0.0;2;Pix;Cancelado;Curitiba
292;Cliente_946;Cantina Italiana;Churrasco;03-31-2024;101.67;6.57;10.0;3;pix;Cancelado;Curitiba
293;Cliente_493;   - Tropical;Italiana;06/10/2024;130.89;4.73;;3;Dinheiro;Entregue;Belo Horizonte
294;Cliente_2781;Churrasco Grill;Brasileira;27/01/2024;39.55;13.35;;3;Cartao Debito;Em preparo;São Paulo
295;Cliente_1118;Sushi Express;Hamburguer;14/06/2024;60.18;12.59;0.0;2;Pix;Em preparo;Belo Horizonte
296;Cliente_2502;   - Tropical;Salgados;11/09/2024;79.18;3.11;5.0;3;pix;Entregue;Belo Horizonte
297;Cliente_154;Burger House;Pizza;15/03/2024;28.63;8.43;5.0;1;Dinheiro;Entregue;Belo Horizonte
298;Cliente_2453;Pizza_Mania;A@a�;09/10/2024;102.36;12.99;0.0;2;Cartão Crédito;Entregue;Rio de Janeiro
299;Cliente_1136;Burger House;Salgados;11/03/2024;116.8;5.06;;3;Dinheiro;Entregue;Belo Horizonte
300;Cliente_2576;Churrasco Grill;Brasileira;16/07/2024;121.9;5.7;;4;Cartao Debito;Em preparo;Curitiba
301;Cliente_1748;Burger House;Hamburguer;12-26-2024;40.69;3.14;5.0;3;Dinheiro;Entregue;Belo Horizonte
302;Cliente_788;Pastel & Cia;Açai;29/05/2024;81.34;6.46;5.0;3;Dinheiro;Cancelado;Curitiba
303;Cliente_2870;Tempero Caseiro;Churrasco;13/07/2024;38.41;7.83;10.0;3;Dinheiro;Em preparo;São Paulo
304;Cliente_708;Cantina Italiana;Italiana;07-23-2024;99.79;9.42;0.0;2;Cartão Crédito;Em preparo;São Paulo
305;Cliente_555;   - Tropical;Italiana;13/07/2024;120.68;8.13;;4;Cartão Crédito;Cancelado;Curitiba
306;Cliente_1873;   - Tropical;Italiana;10-26-2024;28.58;10.87;10.0;1;Cartao Debito;Saiu para entrega;São Paulo
307;Cliente_2976;Burger House;Brasileira;07-23-2024;100.28;8.58;;2;Pix;Saiu para entrega;Belo Horizonte
308;Cliente_105;Pastel & Cia;Brasileira;05/06/2024;37.38;3.08;0.0;2;Cartão Crédito;Saiu para entrega;Belo Horizonte
309;Cliente_403;Tempero Caseiro;Japonesa;10-25-2024;36.13;12.87;0.0;4;Cartao Debito;Saiu para entrega;São Paulo
310;Cliente_1376;Tempero Caseiro;Italiana;20/09/2024;47.71;5.11;0.0;2;pix;Cancelado;São Paulo
311;Cliente_935;Pastel & Cia;Churrasco;03/08/2024;84.88;3.69;5.0;2;Pix;Em preparo;Rio de Janeiro
312;Cliente_1031;Pastel & Cia;Salgados;10/11/2024;68.58;9.39;5.0;3;pix;Cancelado;Salvador
313;Cliente_2665;Pizza_Mania;Italiana;23/08/2024;81.66;8.86;5.0;4;Dinheiro;Em preparo;Salvador
314;Cliente_668;Burger House;Açai;22/10/2024;102.18;13.71;;2;Dinheiro;Em preparo;Salvador
315;Cliente_92;Churrasco Grill;Pizza;20/10/2024;141.42;8.3;;3;Cartao Debito;Saiu para entrega;Belo Horizonte
316;Cliente_1753;Pastel & Cia;Pizza;09/04/2024;75.9;3.61;5.0;1;Cartao Debito;Entregue;Salvador
317;Cliente_768;Cantina Italiana;Pizza;11-25-2024;27.97;8.37;10.0;2;pix;Cancelado;Rio de Janeiro
318;Cliente_2347;Pastel & Cia;Hamburguer;10-27-2024;117.31;5.64;5.0;1;Dinheiro;Cancelado;São Paulo
319;Cliente_1457;Pastel & Cia;Açai;08/06/2024;37.9;4.79;5.0;2;Pix;Em preparo;São Paulo
320;Cliente_1830;Tempero Caseiro;Churrasco;04/10/2024;26.02;6.96;;2;Dinheiro;Saiu para entrega;Belo Horizonte
321;Cliente_2774;Sushi Express;Brasileira;12/07/2024;101.56;10.18;;1;Cartão Crédito;Saiu para entrega;Curitiba
322;Cliente_146;Burger House;Brasileira;07-25-2024;47.33;14.03;0.0;3;Cartão Crédito;Em preparo;Belo Horizonte
323;Cliente_41;Churrasco Grill;Italiana;21/05/2024;69.87;10.79;10.0;1;Cartão Crédito;Em preparo;Belo Horizonte
324;Cliente_1043;Cantina Italiana;Churrasco;08/03/2024;55.63;10.7;10.0;3;Cartão Crédito;Em preparo;São Paulo
325;Cliente_2420;Pizza_Mania;A@a�;01/05/2024;149.3;14.29;5.0;3;Cartão Crédito;Em preparo;Rio de Janeiro
326;Cliente_2926;Sushi Express;Salgados;04/05/2024;80.59;11.27;10.0;2;Cartao Debito;Em preparo;Curitiba
327;Cliente_1817;Pizza_Mania;Brasileira;02-21-2024;41.47;5.46;5.0;2;Cartao Debito;Saiu para entrega;Belo Horizonte
328;Cliente_1860;Cantina Italiana;Açai;10/11/2024;110.13;4.53;0.0;1;pix;Em preparo;Curitiba
329;Cliente_2490;Pastel & Cia;Hamburguer;10-16-2024;87.53;10.65;10.0;2;Pix;Entregue;São Paulo
330;Cliente_1663;Sushi Express;Salgados;22/08/2024;144.57;3.73;5.0;2;Cartao Debito;Saiu para entrega;Curitiba
331;Cliente_2009;Sushi Express;Açai;11/10/2024;28.04;14.41;0.0;4;Cartão Crédito;Entregue;São Paulo
332;Cliente_2857;   - Tropical;Salgados;05/07/2024;108.74;10.87;5.0;3;Cartao Debito;Cancelado;Curitiba
333;Cliente_608;Churrasco Grill;Japonesa;02/07/2024;89.76;8.66;10.0;2;pix;Entregue;Salvador
334;Cliente_292;Pastel & Cia;Hamburguer;20/06/2024;45.44;11.08;0.0;2;Dinheiro;Saiu para entrega;Curitiba
335;Cliente_1203;Pizza_Mania;Brasileira;04-16-2024;68.87;9.97;5.0;3;Cartao Debito;Entregue;São Paulo
336;Cliente_165;Burger House;Açai;05-14-2024;77.15;12.38;0.0;2;Cartao Debito;Cancelado;Curitiba
337;Cliente_2626;Tempero Caseiro;Churrasco;24/12/2024;41.44;12.49;;2;Cartão Crédito;Cancelado;Belo Horizonte
338;Cliente_567;Sushi Express;Pizza;06-27-2024;79.81;8.71;5.0;1;Cartão Crédito;Entregue;Rio de Janeiro
339;Cliente_407;Tempero Caseiro;Pizza;01/04/2024;135.66;8.84;0.0;2;Pix;Cancelado;Salvador
340;Cliente_1160;Churrasco Grill;Açai;07/09/2024;137.36;14.49;;4;Cartao Debito;Em preparo;São Paulo
341;Cliente_2838;Tempero Caseiro;Hamburguer;07/09/2024;80.98;3.34;0.0;4;Dinheiro;Cancelado;Salvador
342;Cliente_2406;Sushi Express;Churrasco;07/04/2024;104.19;4.83;0.0;4;pix;Entregue;Rio de Janeiro
343;Cliente_404;Pizza_Mania;Japonesa;11/05/2024;26.46;4.82;10.0;3;Cartao Debito;Entregue;Belo Horizonte
344;Cliente_1978;   - Tropical;Japonesa;25/11/2024;52.62;12.18;0.0;3;Cartão Crédito;Em preparo;São Paulo
345;Cliente_2009;Tempero Caseiro;Churrasco;16/08/2024;75.17;8.79;10.0;3;Cartão Crédito;Cancelado;Curitiba
346;Cliente_482;   - Tropical;Brasileira;01/09/2024;113.86;8.49;10.0;3;Dinheiro;Em preparo;Salvador
347;Cliente_2952;Sushi Express;Pizza;14/12/2024;46.28;12.53;10.0;3;Dinheiro;Em preparo;Belo Horizonte
348;Cliente_2739;Pastel & Cia;Japonesa;05/06/2024;115.96;8.53;0.0;3;Pix;Saiu para entrega;Rio de Janeiro
349;Cliente_694;Pastel & Cia;Hamburguer;02/04/2024;21.53;11.97;10.0;2;Pix;Entregue;Belo Horizonte
350;Cliente_2701;Pizza_Mania;Salgados;10-30-2024;146.79;8.35;10.0;3;Dinheiro;Saiu para entrega;Rio de Janeiro
351;Cliente_2115;Cantina Italiana;Italiana;14/09/2024;143.23;13.18;0.0;3;Cartão Crédito;Saiu para entrega;Salvador
352;Cliente_556;   - Tropical;Açai;03/12/2024;100.66;4.83;10.0;4;pix;Saiu para entrega;São Paulo
353;Cliente_2650;Cantina Italiana;Hamburguer;19/10/2024;78.37;4.6;5.0;3;Cartão Crédito;Cancelado;Rio de Janeiro
354;Cliente_746;Pastel & Cia;Churrasco;10-22-2024;134.24;13.99;;1;Cartão Crédito;Saiu para entrega;Belo Horizonte
355;Cliente_2490;   - Tropical;Açai;01/12/2024;118.16;7.45;10.0;3;Dinheiro;Saiu para entrega;São Paulo
356;Cliente_2680;   - Tropical;Açai;05-26-2024;78.58;3.59;0.0;4;Cartão Crédito;Em preparo;Salvador
357;Cliente_2319;Sushi Express;Churrasco;01/01/2024;59.0;11.37;10.0;2;Cartão Crédito;Em preparo;Belo Horizonte
358;Cliente_1166;Sushi Express;Japonesa;30/03/2024;100.61;3.14;;2;Pix;Entregue;São Paulo
359;Cliente_993;Tempero Caseiro;Pizza;14/08/2024;53.79;3.68;0.0;3;Cartao Debito;Saiu para entrega;São Paulo
360;Cliente_915;Cantina Italiana;Brasileira;29/03/2024;70.22;12.75;5.0;4;pix;Em preparo;Rio de Janeiro
361;Cliente_1455;Pizza_Mania;Pizza;05/11/2024;86.13;3.86;5.0;3;Pix;Saiu para entrega;Curitiba
362;Cliente_870;Churrasco Grill;Italiana;08-24-2024;43.53;10.39;5.0;3;Cartão Crédito;Cancelado;Curitiba
363;Cliente_1926;Burger House;Hamburguer;12/01/2024;40.76;8.52;0.0;3;Cartao Debito;Em preparo;Curitiba
364;Cliente_585;Churrasco Grill;Brasileira;09-17-2024;45.64;10.8;5.0;3;Cartão Crédito;Entregue;São Paulo
365;Cliente_405;Churrasco Grill;Hamburguer;11/03/2024;52.74;10.37;;2;pix;Em preparo;Rio de Janeiro
366;Cliente_2783;Pizza_Mania;Japonesa;03-20-2024;33.28;11.54;0.0;2;Cartão Crédito;Em preparo;Salvador
367;Cliente_1508;Burger House;Salgados;05/03/2024;88.13;9.14;0.0;1;Cartão Crédito;Em preparo;Curitiba
368;Cliente_1326;Churrasco Grill;Brasileira;05-13-2024;51.44;12.8;10.0;3;Cartão Crédito;Entregue;Curitiba
369;Cliente_472;Pizza_Mania;Brasileira;01/07/2024;77.18;8.5;;1;Pix;Cancelado;São Paulo
370;Cliente_2124;   - Tropical;Japonesa;08/07/2024;122.91;11.65;10.0;1;Cartão Crédito;Entregue;Curitiba
371;Cliente_2871;Churrasco Grill;Italiana;23/06/2024;90.25;11.34;0.0;1;Dinheiro;Saiu para entrega;São Paulo
372;Cliente_163;Pizza_Mania;Pizza;10-14-2024;117.44;9.99;10.0;1;pix;Em preparo;Belo Horizonte
373;Cliente_434;Pizza_Mania;Brasileira;10/09/2024;100.67;7.43;10.0;2;pix;Entregue;Belo Horizonte
374;Cliente_357;   - Tropical;Italiana;06/08/2024;143.01;4.29;0.0;4;Cartão Crédito;Cancelado;Rio de Janeiro
375;Cliente_2094;Cantina Italiana;Italiana;23/01/2024;94.63;8.95;0.0;3;Pix;Cancelado;Curitiba
376;Cliente_1390;Sushi Express;Pizza;25/01/2024;51.81;5.6;;3;pix;Em preparo;Rio de Janeiro
377;Cliente_712;Pastel & Cia;Açai;17/03/2024;57.59;9.87;0.0;2;Dinheiro;Saiu para entrega;São Paulo
378;Cliente_1755;Sushi Express;Hamburguer;22/05/2024;40.0;6.61;;4;Dinheiro;Em preparo;Rio de Janeiro
379;Cliente_447;Pastel & Cia;Pizza;03/04/2024;49.28;14.97;;1;Cartão Crédito;Saiu para entrega;Curitiba
380;Cliente_845;Cantina Italiana;Açai;06-29-2024;68.75;14.47;0.0;3;Pix;Entregue;Curitiba
381;Cliente_207;Tempero Caseiro;Churrasco;09/01/2024;122.73;6.71;5.0;3;Cartão Crédito;Cancelado;Rio de Janeiro
382;Cliente_2518;Tempero Caseiro;Italiana;02-22-2024;37.97;10.94;5.0;2;Cartao Debito;Saiu para entrega;Salvador
383;Cliente_930;Churrasco Grill;Japonesa;09-19-2024;82.62;6.0;10.0;4;pix;Em preparo;São Paulo
384;Cliente_1287;   - Tropical;Salgados;07-17-2024;86.27;10.38;5.0;3;Cartão Crédito;Saiu para entrega;Curitiba
385;Cliente_733;   - Tropical;Açai;20/09/2024;91.56;14.66;;3;Pix;Saiu para entrega;Belo Horizonte
386;Cliente_1341;Churrasco Grill;Salgados;01/03/2024;139.92;13.29;;4;Dinheiro;Em preparo;Curitiba
387;Cliente_561;Churrasco Grill;Açai;29/11/2024;139.16;7.27;;4;Cartão Crédito;Em preparo;Rio de Janeiro
388;Cliente_228;Cantina Italiana;Hamburguer;06/03/2024;112.3;7.0;10.0;2;pix;Entregue;Salvador
389;Cliente_90;Churrasco Grill;Hamburguer;11-25-2024;144.92;14.98;;2;Pix;Saiu para entrega;São Paulo
390;Cliente_298;Pizza_Mania;Japonesa;06/03/2024;122.39;5.8;10.0;3;Cartão Crédito;Entregue;Belo Horizonte
391;Cliente_68;Churrasco Grill;Salgados;07/12/2024;77.54;9.14;0.0;2;Dinheiro;Saiu para entrega;São Paulo
392;Cliente_235;Burger House;Pizza;09-19-2024;58.11;3.38;0.0;3;Dinheiro;Cancelado;Belo Horizonte
393;Cliente_50;Sushi Express;Pizza;25/05/2024;144.76;8.44;5.0;1;Dinheiro;Cancelado;Belo Horizonte
394;Cliente_2031;Tempero Caseiro;Brasileira;08/02/2024;37.34;4.8;0.0;2;Cartão Crédito;Em preparo;Salvador
395;Cliente_374;   - Tropical;Italiana;08-31-2024;73.73;9.42;;4;Pix;Saiu para entrega;Rio de Janeiro
396;Cliente_1126;Pizza_Mania;Pizza;12/04/2024;58.71;13.58;0.0;2;Cartão Crédito;Entregue;Salvador
397;Cliente_2115;Tempero Caseiro;Salgados;26/12/2024;118.65;13.27;;2;Cartão Crédito;Cancelado;Rio de Janeiro
398;Cliente_1603;Sushi Express;Brasileira;26/11/2024;76.64;3.86;;3;pix;Saiu para entrega;Rio de Janeiro
399;Cliente_1985;Pastel & Cia;Brasileira;03/06/2024;132.45;6.6;0.0;3;Cartão Crédito;Entregue;Curitiba
400;Cliente_1929;Tempero Caseiro;Brasileira;08-25-2024;72.96;8.11;;2;Cartão Crédito;Em preparo;Rio de Janeiro
401;Cliente_2023;Pastel & Cia;Açai;06/08/2024;64.33;5.32;5.0;3;Dinheiro;Saiu para entrega;São Paulo
402;Cliente_1443;Pastel & Cia;Hamburguer;01/06/2024;45.46;14.67;10.0;2;Cartão Crédito;Entregue;Salvador
403;Cliente_1580;Cantina Italiana;Japonesa;27/06/2024;101.22;4.35;10.0;1;Dinheiro;Cancelado;São Paulo
404;Cliente_1030;Burger House;Hamburguer;08-26-2024;104.7;7.62;;2;Pix;Cancelado;Salvador
405;Cliente_123;Sushi Express;Açai;03/12/2024;52.4;8.01;;4;Pix;Cancelado;Curitiba
406;Cliente_2879;Cantina Italiana;Hamburguer;26/11/2024;27.37;14.61;5.0;3;Dinheiro;Entregue;São Paulo
407;Cliente_1312;Burger House;Pizza;09/06/2024;41.37;7.05;5.0;1;Cartão Crédito;Saiu para entrega;Rio de Janeiro
408;Cliente_1790;Tempero Caseiro;Salgados;04/03/2024;20.46;8.92;0.0;2;pix;Cancelado;Curitiba
409;Cliente_815;   - Tropical;Brasileira;26/03/2024;69.46;4.64;0.0;2;pix;Entregue;Salvador
410;Cliente_2530;   - Tropical;Salgados;22/11/2024;26.16;5.04;10.0;2;Cartao Debito;Cancelado;São Paulo
411;Cliente_1880;Pizza_Mania;Japonesa;07/07/2024;68.24;8.19;5.0;3;Dinheiro;Cancelado;São Paulo
412;Cliente_284;Pizza_Mania;Japonesa;13/09/2024;29.35;10.8;5.0;2;Cartão Crédito;Cancelado;Curitiba
413;Cliente_970;Burger House;Hamburguer;12/12/2024;32.83;8.36;5.0;3;pix;Saiu para entrega;Rio de Janeiro
414;Cliente_2327;Cantina Italiana;Churrasco;10/05/2024;30.95;14.41;5.0;2;Pix;Em preparo;São Paulo
415;Cliente_1018;Pastel & Cia;Japonesa;28/11/2024;93.35;6.39;10.0;3;Cartão Crédito;Saiu para entrega;Belo Horizonte
416;Cliente_1342;Sushi Express;Churrasco;31/07/2024;97.41;8.54;0.0;3;pix;Entregue;Rio de Janeiro
417;Cliente_2063;Sushi Express;Açai;05/02/2024;100.97;6.82;5.0;4;pix;Saiu para entrega;Salvador
418;Cliente_1010;   - Tropical;Pizz@;12-20-2024;36.93;13.33;0.0;4;Dinheiro;Saiu para entrega;Curitiba
419;Cliente_2354;Churrasco Grill;Salgados;25/03/2024;28.27;5.15;10.0;2;Pix;Em preparo;Rio de Janeiro
420;Cliente_2661;Sushi Express;Churrasco;17/09/2024;49.72;12.68;5.0;2;Pix;Saiu para entrega;Belo Horizonte
421;Cliente_736;   - Tropical;Salgados;12/03/2024;71.45;12.21;10.0;3;Dinheiro;Cancelado;Belo Horizonte
422;Cliente_1058;Sushi Express;Hamburguer;03-23-2024;52.94;3.03;10.0;1;Dinheiro;Cancelado;Rio de Janeiro
423;Cliente_2886;Burger House;Churrasco;06/04/2024;93.98;7.87;0.0;4;Cartao Debito;Saiu para entrega;Belo Horizonte
424;Cliente_1525;   - Tropical;Açai;04/11/2024;44.54;4.54;10.0;3;pix;Em preparo;Belo Horizonte
425;Cliente_608;   - Tropical;Pizza;05-23-2024;57.07;5.73;10.0;3;Dinheiro;Em preparo;Curitiba
426;Cliente_2089;Burger House;Japonesa;16/02/2024;50.03;12.23;5.0;3;pix;Cancelado;Rio de Janeiro
427;Cliente_96;Tempero Caseiro;Churrasco;06-30-2024;103.65;8.01;0.0;3;Cartão Crédito;Cancelado;Belo Horizonte
428;Cliente_1973;Pizza_Mania;Churrasco;27/08/2024;31.67;4.48;5.0;1;pix;Em preparo;Curitiba
429;Cliente_731;Cantina Italiana;Açai;06-28-2024;85.95;11.47;10.0;3;Cartão Crédito;Em preparo;Curitiba
430;Cliente_37;Tempero Caseiro;Japonesa;01-27-2024;45.96;5.03;;3;Dinheiro;Saiu para entrega;São Paulo
431;Cliente_498;Cantina Italiana;Açai;24/11/2024;68.23;14.38;10.0;4;pix;Em preparo;Rio de Janeiro
432;Cliente_776;Pizza_Mania;Hamburguer;12-16-2024;77.19;9.77;5.0;2;Pix;Saiu para entrega;Salvador
433;Cliente_1192;Churrasco Grill;Açai;04/06/2024;135.01;12.96;0.0;2;pix;Entregue;Belo Horizonte
434;Cliente_807;Tempero Caseiro;Açai;23/06/2024;123.44;11.63;10.0;4;pix;Em preparo;Belo Horizonte
435;Cliente_603;   - Tropical;Japonesa;09-29-2024;31.6;9.92;;2;Cartão Crédito;Entregue;São Paulo
436;Cliente_230;   - Tropical;Açai;19/01/2024;47.11;11.71;5.0;4;Cartão Crédito;Em preparo;São Paulo
